title,url,discounted_price,original_price
Authentic VOOPOO Vinci Pod Kit - Pine Grey,https://www.cigabuy.com/authentic-voopoo-vinci-pod-kit-pine-grey-p-20722.html,$19.36,$21.16 
Authentic VOOPOO Vinci Pod Kit - Aurora Neon,https://www.cigabuy.com/authentic-voopoo-vinci-pod-kit-aurora-neon-p-20716.html,$19.36,$21.16 
1 x Authentic Wotofo MANIK Empty Pod Cartridge,https://www.cigabuy.com/1-x-authentic-wotofo-manik-empty-pod-cartridge-p-20143.html,$2.43,$5.16 
Authentic VOOPOO ARGUS X Pod Kit - Vintage Grey & Silver,https://www.cigabuy.com/authentic-voopoo-argus-x-pod-kit-vintage-grey-silver-p-20490.html,$26.61,$29.10 
X6 2.4G 4CH RC UFO Quadcopter w Camera VS Hubsan X4 H107C,https://www.cigabuy.com/x6-24g-4ch-rc-ufo-quadcopter-w-camera-vs-hubsan-x4-h107c-p-7408.html,$14.47,$32.69 
Authentic Dovpo Odin 100 Box Mod - Silver,https://www.cigabuy.com/authentic-dovpo-odin-100-box-mod-silver-p-19701.html,$54.51,$81.84 
Authentic Vandyvape Requiem RDA - Stainless Steel,https://www.cigabuy.com/authentic-vandyvape-requiem-rda-stainless-steel-p-20048.html,$20.13,$33.82 
Authentic Freemax Maxus 100W  Kit - Blue - Green,https://www.cigabuy.com/authentic-freemax-maxus-100w-kit-blue-green-p-19162.html,$44.51,$70.92 
Authentic VOOPOO Vinci Pod Kit - Aurora Silver,https://www.cigabuy.com/authentic-voopoo-vinci-pod-kit-aurora-silver-p-20719.html,$19.36,$21.16 
Authentic Steam Crave Aromamizer Ragnar RDTA Advanced Kit Black,https://www.cigabuy.com/authentic-steam-crave-aromamizer-ragnar-rdta-advanced-kit-black-p-19146.html,$51.30,$90.57 
Authentic IJOY Captain Link Kit - Black,https://www.cigabuy.com/authentic-ijoy-captain-link-kit-black-p-20704.html,$37.23,$54.24 
Authentic IJOY Captain Link Kit - Blue,https://www.cigabuy.com/authentic-ijoy-captain-link-kit-blue-p-20705.html,$37.23,$54.24 
Authentic IJOY Captain Link Kit - SS,https://www.cigabuy.com/authentic-ijoy-captain-link-kit-ss-p-20708.html,$37.23,$54.24 
Authentic IJOY Captain Link Kit - Red,https://www.cigabuy.com/authentic-ijoy-captain-link-kit-red-p-20707.html,$37.23,$54.24 
Authentic Vandyvape Jackaroo Pod Kit - Black Warrior,https://www.cigabuy.com/authentic-vandyvape-jackaroo-pod-kit-black-warrior-p-20639.html,$24.67,$36.16 
Authentic Geekvape Mero AIO Kit - Silver,https://www.cigabuy.com/authentic-geekvape-mero-aio-kit-silver-p-20202.html,$17.32,$25.96 
Authentic Wotofo Manik Mini Pod Kit - Red,https://www.cigabuy.com/authentic-wotofo-manik-mini-pod-kit-red-p-20628.html,$17.79,$35.11 
Authentic Dovpo Odin 100 Box Mod - Gunmetal,https://www.cigabuy.com/authentic-dovpo-odin-100-box-mod-gunmetal-p-19697.html,$54.51,$81.84 
Authentic Wotofo The Troll X RTA - Rainbow,https://www.cigabuy.com/authentic-wotofo-the-troll-x-rta-rainbow-p-20658.html,,
Authentic Geekvape TALO X 24mm BF RDA - Black,https://www.cigabuy.com/authentic-geekvape-talo-x-24mm-bf-rda-black-p-20204.html,$15.92,$26.06 
5 LEDs USB Rechargeable Bike Cycling Tail Light,https://www.cigabuy.com/5-leds-usb-rechargeable-bike-cycling-tail-light-p-11703.html,$0.82,$1.18 
COOLBOSS Sports Digital Watch Wristwatch With Rubber Band For Kids,https://www.cigabuy.com/coolboss-sports-digital-watch-wristwatch-with-rubber-band-for-kids-p-14293.html,$0.85,$2.17 
Authentic Wotofo Manik Mini Pod Kit - Blue,https://www.cigabuy.com/authentic-wotofo-manik-mini-pod-kit-blue-p-20627.html,$17.79,$35.11 
Authentic Eleaf iSolo Air Kit - Light Brown,https://www.cigabuy.com/authentic-eleaf-isolo-air-kit-light-brown-p-20592.html,$25.69,$27.63 
Authentic Geekvape Zeus Nano Tank - Rainbow,https://www.cigabuy.com/authentic-geekvape-zeus-nano-tank-rainbow-p-20002.html,$14.96,$27.27 
Authentic THC Tauren Hybrid Smart Mech Mod - Copper Black,https://www.cigabuy.com/authentic-thc-tauren-hybrid-smart-mech-mod-copper-black-p-18869.html,$45.87,$101.27 
Authentic Eleaf iSolo Air Kit - Blue,https://www.cigabuy.com/authentic-eleaf-isolo-air-kit-blue-p-20591.html,$25.69,$27.63 
Mini Foldable Handle Hair Dryer Portable Folding Blow Dryer Low Noise,https://www.cigabuy.com/mini-foldable-handle-hair-dryer-portable-folding-blow-dryer-low-noise-p-15431.html,$2.01,$2.53 
4-LED Light Water Shower Head with Blue Light,https://www.cigabuy.com/4-led-light-water-shower-head-with-blue-light-p-20787.html,$1.61,$21.64 
Water Shoes Swim Shoes Quick-Dry Aqua Yoga Socks for Women Men,https://www.cigabuy.com/water-shoes-swim-shoes-quick-dry-aqua-yoga-socks-for-women-men-p-21010.html,$1.82,$15.40 
Women's Screen Gloves Warm Lined Thick Touch Warmer Winter Gloves,https://www.cigabuy.com/womens-screen-gloves-warm-lined-thick-touch-warmer-winter-gloves-p-15270.html,$1.10,$1.62 
Retractable Dog Leash Durable Reflective Nylon Dog Lead For Small Medium Dogs,https://www.cigabuy.com/retractable-dog-leash-durable-reflective-nylon-dog-lead-for-small-medium-dogs-p-14240.html,$1.65,$3.02 
"4"" Electric Desktop Halogen Heater Fan",https://www.cigabuy.com/4-electric-desktop-halogen-heater-fan-p-20987.html,$1.20,$15.09 
Cotton Scarf Women Solid Color Fringed Scarf,https://www.cigabuy.com/cotton-scarf-women-solid-color-fringed-scarf-p-15423.html,$3.55,$4.97 
250V 16A 3500W UK Plug Smart Timer Switch Socket Digital LCD Power Timer,https://www.cigabuy.com/250v-16a-3500w-uk-plug-smart-timer-switch-socket-digital-lcd-power-timer-p-20853.html,$1.51,$15.97 
"Starry Night Projector Lamp 30"" USB Cord LED Light Bulbs for Kids Bedroom",https://www.cigabuy.com/starry-night-projector-lamp-30-usb-cord-led-light-bulbs-for-kids-bedroom-p-20882.html,$1.41,$20.63 
Thin Blue Line Tungsten Ring Wedding 8MM Rings for Men Jewelry,https://www.cigabuy.com/thin-blue-line-tungsten-ring-wedding-8mm-rings-for-men-jewelry-p-20889.html,$2.02,$13.44 
Modern Style LED Wall Lamp Sconce Indoor Lighting Fixtures,https://www.cigabuy.com/modern-style-led-wall-lamp-sconce-indoor-lighting-fixtures-p-20890.html,$1.00,$7.90 
SAMSUNG 64GB EVO Class 10 MicroSDXC UHS-3 4K up to 100MB / s Memory Card,https://www.cigabuy.com/samsung-64gb-evo-class-10-microsdxc-uhs-3-4k-up-to-100mb-s-memory-card-p-19899.html,$12.06,$13.50 
30-LED Portable Collapsible Outdoor Camping Light Hanging Lantern,https://www.cigabuy.com/30-led-portable-collapsible-outdoor-camping-light-hanging-lantern-p-14948.html,$1.69,$2.07 
Bamboo Chopping Board Cutting Board Mincing Board with Stainless Steel Tray,https://www.cigabuy.com/bamboo-chopping-board-cutting-board-mincing-board-with-stainless-steel-tray-p-20884.html,$1.82,$52.08 
Dad Bag Unisex Fake Beer Fat Hairy Belly Fanny Pack With Zipper Adjustable Belt,https://www.cigabuy.com/dad-bag-unisex-fake-beer-fat-hairy-belly-fanny-pack-with-zipper-adjustable-belt-p-20848.html,$1.20,$16.00 
Large Capacity Travel Clothes Bag Nylon Folding Portable Tote ,https://www.cigabuy.com/large-capacity-travel-clothes-bag-nylon-folding-portable-tote-p-20865.html,$0.81,$10.90 
Car Dashboard Digital LCD Clock Calendar,https://www.cigabuy.com/car-dashboard-digital-lcd-clock-calendar-p-20932.html,$1.61,$8.20 
Touch Screen Winter Gloves for Ski Cycling,https://www.cigabuy.com/touch-screen-winter-gloves-for-ski-cycling-p-20952.html,$2.02,$6.96 
Mini Night Light USB 180ML Lemon Shape Humidifier Aroma Car Air Humidifier,https://www.cigabuy.com/mini-night-light-usb-180ml-lemon-shape-humidifier-aroma-car-air-humidifier-p-20841.html,$1.41,$21.55 
Digital Infrared Ear Thermometer,https://www.cigabuy.com/digital-infrared-ear-thermometer-p-20786.html,$3.48,$16.31 
Passport and Document Holder Multifunctional Wallet Organizer,https://www.cigabuy.com/passport-and-document-holder-multifunctional-wallet-organizer-p-20792.html,$0.79,$9.70 
Zip Closure Travel Passport Wallet Document Holder with Zipper Strap,https://www.cigabuy.com/zip-closure-travel-passport-wallet-document-holder-with-zipper-strap-p-20825.html,$0.79,$5.63 
Stainless Steel taper 0~50mm Tyre Tire Veins Tread Depth Gauge Caliper,https://www.cigabuy.com/stainless-steel-taper-050mm-tyre-tire-veins-tread-depth-gauge-caliper-p-20852.html,$1.61,$11.76 
380ml Business Stainless Steel Thermos Bottles Insulation Scrub Vacuum Cup,https://www.cigabuy.com/380ml-business-stainless-steel-thermos-bottles-insulation-scrub-vacuum-cup-p-20858.html,$1.20,$21.44 
Tactical  Pouch Gadget Belt Waist Bag Cell Phone Holder,https://www.cigabuy.com/tactical-pouch-gadget-belt-waist-bag-cell-phone-holder-p-20908.html,$1.41,$12.37 
2.1A Dual USB Port Car Charger with LED Digital Display for iPhone Samsung HTC,https://www.cigabuy.com/21a-dual-usb-port-car-charger-with-led-digital-display-for-iphone-samsung-htc-p-20957.html,$1.20,$8.41 
CURREN 8225 Japan Movt Calendar Life Waterproof Men Quartz Watch,https://www.cigabuy.com/curren-8225-japan-movt-calendar-life-waterproof-men-quartz-watch-p-19721.html,$5.15,$6.29 
X9-V0 Color OLED Screen Fitness Tracker IP68 Heart Rate Blood Pressure Monitor,https://www.cigabuy.com/x9-v0-color-oled-screen-fitness-tracker-ip68-heart-rate-blood-pressure-monitor-p-19827.html,$14.45,$27.56 
Bluetooth Smart Controller for DC5V-24V RGBW RGB LED Light Strip,https://www.cigabuy.com/bluetooth-smart-controller-for-dc5v-24v-rgbw-rgb-led-light-strip-p-20879.html,$1.41,$7.29 
8th Generation Nylon LED Luminous Shoelaces,https://www.cigabuy.com/8th-generation-nylon-led-luminous-shoelaces-p-20993.html,$1.82,$9.08 
ESTRELLA 64GB Class 10 Micro SDXC Memory Card with Free Card Reader,https://www.cigabuy.com/estrella-64gb-class-10-micro-sdxc-memory-card-with-free-card-reader-p-21013.html,$5.98,$14.19 
LED Ear Wax Pickers Earpick Wax Remover Cleaner Spoon Care Ear Clean Tool,https://www.cigabuy.com/led-ear-wax-pickers-earpick-wax-remover-cleaner-spoon-care-ear-clean-tool-p-21031.html,$3.30,$8.30 
20 in 1 Mobile Phone Repair Tools Kit Set for iPhone 7 6S 6 Samsung Phone,https://www.cigabuy.com/20-in-1-mobile-phone-repair-tools-kit-set-for-iphone-7-6s-6-samsung-phone-p-20836.html,$1.61,$8.92 
Gradient Color Silk Beach Scarf,https://www.cigabuy.com/gradient-color-silk-beach-scarf-p-15590.html,$3.49,$20.42 
Car Storage Bag Backseat Holder Pockets Auto Accessories for kid,https://www.cigabuy.com/car-storage-bag-backseat-holder-pockets-auto-accessories-for-kid-p-20868.html,$0.79,$9.75 
400ml BPA Free Leak Proof Sports Water Bottle Tour Hiking Portable Bottle,https://www.cigabuy.com/400ml-bpa-free-leak-proof-sports-water-bottle-tour-hiking-portable-bottle-p-20856.html,$1.20,$8.40 
USB C Hub Adapter Type C 4 in 1 Multi Port OTG Combo Charger Hub,https://www.cigabuy.com/usb-hub-adapter-type-4-in-1-multi-port-otg-combo-charger-hub-p-20864.html,$1.41,$9.31 
Fox Design Handheld Desktop Fan with 3 Speed,https://www.cigabuy.com/fox-design-handheld-desktop-fan-with-3-speed-p-20870.html,$1.61,$14.05 
85-265V E14 10W 810LM 48-LED SMD 2835 LED Spot Light,https://www.cigabuy.com/85-265v-e14-10w-810lm-48-led-smd-2835-led-spot-light-p-20897.html,$2.02,$8.00 
Business Men Leather Belt Strap with Automatic Buckle,https://www.cigabuy.com/business-men-leather-belt-strap-with-automatic-buckle-p-20906.html,$3.42,$9.99 
New Auto Car Shark Fin Universal Roof Antenna Radio FM,https://www.cigabuy.com/new-auto-car-shark-fin-universal-roof-antenna-radio-fm-p-20910.html,$1.61,$11.34 
LED String Light 10M Waterproof 100 LED Holiday String Lighting,https://www.cigabuy.com/led-string-light-10m-waterproof-100-led-holiday-string-lighting-p-20924.html,$1.00,$11.19 
Motion Sensor 6-LED Night Light for Hallway Bathroom,https://www.cigabuy.com/motion-sensor-6-led-night-light-for-hallway-bathroom-p-20925.html,$1.70,$6.93 
Analog Quartz Watches for Women On Sale Clearance Cuekondy Diamond Leather Band ,https://www.cigabuy.com/analog-quartz-watches-for-women-on-sale-clearance-cuekondy-diamond-leather-band-p-20949.html,$0.83,$6.49 
Ground Lamp 12 LED Walkway Lights Street Underground Solar Power Buried Light,https://www.cigabuy.com/ground-lamp-12-led-walkway-lights-street-underground-solar-power-buried-light-p-21006.html,$1.41,$13.06 
QCY T1 PRO TWS Dual Bluetooth Earphones IPX4 Waterproof Headphones,https://www.cigabuy.com/qcy-t1-pro-tws-dual-bluetooth-earphones-ipx4-waterproof-headphones-p-13806.html,$19.65,$33.99 
Mini Bluetooth Earbud 6 Hour Playtime Car Headset with Mic for iPhone,https://www.cigabuy.com/mini-bluetooth-earbud-6-hour-playtime-car-headset-with-mic-for-iphone-p-19725.html,$1.61,$16.65 
Bluetooth Headphone Kissral Wireless Sport Earbud,https://www.cigabuy.com/bluetooth-headphone-kissral-wireless-sport-earbud-p-19727.html,$1.20,$11.39 
Suction Cup Fridge Bathroom Shower Grab Handrail Handle Rail,https://www.cigabuy.com/suction-cup-fridge-bathroom-shower-grab-handrail-handle-rail-p-20840.html,$1.20,$17.33 
28KW Household Smart Power Electricity Saving Box Electricity Saving Box,https://www.cigabuy.com/28kw-household-smart-power-electricity-saving-box-electricity-saving-box-p-20863.html,$1.20,$13.67 
7Pcs Pedicure Manicure Nail Tools Set with Plaid Leather Case,https://www.cigabuy.com/7pcs-pedicure-manicure-nail-tools-set-with-plaid-leather-case-p-20894.html,$1.20,$9.60 
Smart Digital Alarm Clock Large LCD Screen Big Digit Backlit,https://www.cigabuy.com/smart-digital-alarm-clock-large-lcd-screen-big-digit-backlit-p-20921.html,$3.46,$11.77 
Ultrasonic Pest Repeller Indoor Wall Plug in Killer Devices Outdoor Pest Control,https://www.cigabuy.com/ultrasonic-pest-repeller-indoor-wall-plug-in-killer-devices-outdoor-pest-control-p-20940.html,$1.32,$11.62 
3.1A Dual USB Car Charger with LED Display,https://www.cigabuy.com/31a-dual-usb-car-charger-with-led-display-p-20976.html,$1.61,$13.17 
Foldable Waterproof Car Seat Tray for Children,https://www.cigabuy.com/foldable-waterproof-car-seat-tray-for-children-p-20985.html,$1.41,$16.60 
8mm Tungsten Carbide Finger Ring,https://www.cigabuy.com/8mm-tungsten-carbide-finger-ring-p-20996.html,$1.61,$3.83 
Air Circulation Fan Mute Desktop Fans Atmosphere Ventilation Electric Fan,https://www.cigabuy.com/air-circulation-fan-mute-desktop-fans-atmosphere-ventilation-electric-fan-p-18713.html,$10.45,$12.27 
1/2 pcs QCY Q29 Pro Mini Wireless Bluetooth 4.1 Dual Earphones with Charging Box,https://www.cigabuy.com/12-pcs-qcy-q29-pro-mini-wireless-bluetooth-41-dual-earphones-with-charging-box-p-19722.html,$24.12,$30.11 
D-LINK DIR-850L 1200Mbps Dual Band Gigabit Cloud Wifi Router,https://www.cigabuy.com/d-link-dir-850l-1200mbps-dual-band-gigabit-cloud-wifi-router-p-19897.html,$59.49,$73.60 
1/2/4 Set of Power Drill & Saw Set HSS Titanium Coated Woodworking Twist Drill,https://www.cigabuy.com/124-set-of-power-drill-saw-set-hss-titanium-coated-woodworking-twist-drill-p-20821.html,$1.61,$7.66 
i7 TWS Bluetooth V4.1 Earphones with Charging Case,https://www.cigabuy.com/i7-tws-bluetooth-v41-earphones-with-charging-case-p-19828.html,$2.80,$6.12 
Trunk Pouch Car Storage Bag Cubby Box Multi-use Folding Pocket,https://www.cigabuy.com/trunk-pouch-car-storage-bag-cubby-box-multi-use-folding-pocket-p-20800.html,$1.41,$11.72 
1/2/4/6/10 pcs Oven Mitts Glove BBQ Grilling Cooking Gloves Heat Resistant Glove,https://www.cigabuy.com/124610-pcs-oven-mitts-glove-bbq-grilling-cooking-gloves-heat-resistant-glove-p-20817.html,$1.82,$10.70 
L11 Bluetooth 5.0 TWS Earphones with Charging Case,https://www.cigabuy.com/l11-bluetooth-50-tws-earphones-with-charging-case-p-19809.html,$5.57,$6.77 
1/2/4/6/10 pcs 6-LED Solar Powered Waterproof Outdoor Garden Path Fence WallLamp,https://www.cigabuy.com/124610-pcs-6-led-solar-powered-waterproof-outdoor-garden-path-fence-walllamp-p-20790.html,$2.64,$11.32 
Business Wallets Men's Purse Multifunction Pockets Casual Clutch Male Purse,https://www.cigabuy.com/business-wallets-mens-purse-multifunction-pockets-casual-clutch-male-purse-p-20872.html,$1.41,$13.29 
Wireless Handsfree Bluetooth 4.1 Headset Stereo Headphone Sunglass Sunglass,https://www.cigabuy.com/wireless-handsfree-bluetooth-41-headset-stereo-headphone-sunglass-sunglass-p-20875.html,$2.02,$21.98 
Mini PVC 9 LED Flashlight with Tail on/ off Button,https://www.cigabuy.com/mini-pvc-9-led-flashlight-with-tail-on-off-button-p-20914.html,$0.85,$8.74 
6pcs Russian Piping Tips for Cake & Cupcake Decorating,https://www.cigabuy.com/6pcs-russian-piping-tips-for-cake-cupcake-decorating-p-20965.html,$1.20,$10.59 
Auto Car Plug Remove Tool Terminal Extraction Pick Set,https://www.cigabuy.com/auto-car-plug-remove-tool-terminal-extraction-pick-set-p-14669.html,$1.13,$11.34 
5pcs G4 12-24V 6W 600LM 2-LED COB LED Light Bulbs,https://www.cigabuy.com/5pcs-g4-12-24v-6w-600lm-2-led-cob-led-light-bulbs-p-19900.html,$8.04,$9.98 
"SJ4000 1.5"" LCD Screen 12MP 1080P Waterproof Sports Camera",https://www.cigabuy.com/sj4000-15-lcd-screen-12mp-1080p-waterproof-sports-camera-p-19896.html,$30.55,$38.31 
Lucky Rainbow Light Amazing Rainbow Projector 3D LED Lamp,https://www.cigabuy.com/lucky-rainbow-light-amazing-rainbow-projector-3d-led-lamp-p-20878.html,$1.41,$21.55 
2 x Super Bright 33-LED SMD White Car Light,https://www.cigabuy.com/2-x-super-bright-33-led-smd-white-car-light-p-20920.html,$1.32,$7.13 
Silent USB Wired Gaming Mouse with LOL Colorful Light,https://www.cigabuy.com/silent-usb-wired-gaming-mouse-with-lol-colorful-light-p-20970.html,$1.41,$11.83 
Crrju Fashion Mens Watches Top Brand Luxury Quartz Watch Men,https://www.cigabuy.com/crrju-fashion-mens-watches-top-brand-luxury-quartz-watch-men-p-19728.html,$8.76,$10.44 
300-LED 5M 5050 SMD 72W Indoor LED Light Strip,https://www.cigabuy.com/300-led-5m-5050-smd-72w-indoor-led-light-strip-p-20788.html,$3.51,$16.18 
YWXLight G9 AC 220V 5W 430-450LM 22-LED SMD 2835 Capsule Bulb,https://www.cigabuy.com/ywxlight-g9-ac-220v-5w-430-450lm-22-led-smd-2835-capsule-bulb-p-20802.html,$1.41,$4.23 
Cycling Gloves Half Finger Bike Bicycle Gloves Shock Resistant,https://www.cigabuy.com/cycling-gloves-half-finger-bike-bicycle-gloves-shock-resistant-p-20805.html,$1.41,$12.27 
220V Mosquito Killer Lamp LED Night Light Romantic Sleeping Lamp,https://www.cigabuy.com/220v-mosquito-killer-lamp-led-night-light-romantic-sleeping-lamp-p-20812.html,$1.61,$21.55 
YWXLight 100 -240V 2A EU / US Plug Led Strip Power Driver Adapter f Strip Light,https://www.cigabuy.com/ywxlight-100-240v-2a-eu-us-plug-led-strip-power-driver-adapter-f-strip-light-p-20829.html,$1.20,$9.77 
YWXLIGHT Adjustable Ceramic Lamp G9 86-LED Lamp Warm Light Bulbs,https://www.cigabuy.com/ywxlight-adjustable-ceramic-lamp-g9-86-led-lamp-warm-light-bulbs-p-20834.html,$2.62,$8.32 
560ml BPA Free Leak Proof Sports Water Bottle Tour Hiking Portable Bottle,https://www.cigabuy.com/560ml-bpa-free-leak-proof-sports-water-bottle-tour-hiking-portable-bottle-p-20855.html,$0.87,$12.41 
E27 9W LED Bulb Bug Zapper Light Bulb Mosquito Killer Bulb Insect Trap Lamp,https://www.cigabuy.com/e27-9w-led-bulb-bug-zapper-light-bulb-mosquito-killer-bulb-insect-trap-lamp-p-20887.html,$1.61,$7.16 
Indoor Plug-in Ultrasonic Pest Repeller with Night Light,https://www.cigabuy.com/indoor-plug-in-ultrasonic-pest-repeller-with-night-light-p-20936.html,$1.61,$12.09 
Tree of Life Glass Cabochon Necklace Earring and Bracelet Jewelry Set for Women,https://www.cigabuy.com/tree-of-life-glass-cabochon-necklace-earring-and-bracelet-jewelry-set-for-women-p-20943.html,$1.00,$5.11 
Women Leather Receipt Holder Organizer Wallet Purse Clutch Wallet,https://www.cigabuy.com/women-leather-receipt-holder-organizer-wallet-purse-clutch-wallet-p-20963.html,$1.20,$16.07 
Rechargeable Wireless Vertical Mouse Ergonomic design 5 Buttons,https://www.cigabuy.com/rechargeable-wireless-vertical-mouse-ergonomic-design-5-buttons-p-20990.html,$5.49,$20.73 
Cotton Mens Hat Youth Letter Print Unisex Women Men Hats Baseball Cap,https://www.cigabuy.com/cotton-mens-hat-youth-letter-print-unisex-women-men-hats-baseball-cap-p-20998.html,$1.61,$11.24 
Self Defense Pen Tool Personal Tactical Pen Multipurpose Aviation Aluminum,https://www.cigabuy.com/self-defense-pen-tool-personal-tactical-pen-multipurpose-aviation-aluminum-p-21021.html,$2.52,$5.55 
ELECAM Explorer Pro 4K@24fps NTK96660 Wi-Fi 12MP Sports Camera,https://www.cigabuy.com/elecam-explorer-pro-4k24fps-ntk96660-wi-fi-12mp-sports-camera-p-19742.html,$73.97,$92.14 
Winter Ski Gloves Men Windproof Keep Warm Touch Screen Snowboard Gloves,https://www.cigabuy.com/winter-ski-gloves-men-windproof-keep-warm-touch-screen-snowboard-gloves-p-15280.html,$1.51,$16.65 
CURREN 8249 Big Dial Dual Move Calendar Leather Strap Quartz Watch,https://www.cigabuy.com/curren-8249-big-dial-dual-move-calendar-leather-strap-quartz-watch-p-19824.html,$3.71,$11.05 
AXGIO Atom Business Mini Wireless Bluetooth Earphone f iPhone 7,https://www.cigabuy.com/axgio-atom-business-mini-wireless-bluetooth-earphone-f-iphone-7-p-19901.html,$16.08,$20.33 
1/4/6 pcs Pill Box Organizer w/ 7 Single Box and 4 Daily Organizer Color Random,https://www.cigabuy.com/146-pcs-pill-box-organizer-w-7-single-box-and-4-daily-organizer-color-random-p-20814.html,$1.41,$11.14 
3-in-1 Rechargeable LED Camping Light Stage Light Outdoor Lamp Flashlight,https://www.cigabuy.com/3-in-1-rechargeable-led-camping-light-stage-light-outdoor-lamp-flashlight-p-20833.html,$1.82,$18.47 
4 in 1 USB Type-C OTG HUB Card Reader Dual USB 2.0 Ports + TF/SD Card Port,https://www.cigabuy.com/4-in-1-usb-type-otg-hub-card-reader-dual-usb-20-ports-tfsd-card-port-p-20844.html,$1.20,$8.54 
Mens Womens Money Clip PU Leather Wallet Ultra Slim Credit Card Holder Pouch,https://www.cigabuy.com/mens-womens-money-clip-pu-leather-wallet-ultra-slim-credit-card-holder-pouch-p-20850.html,$2.53,$5.69 
Newest Mini Car Auto LCD Clip-on Digital Backlight Thermometer Clock Calendar,https://www.cigabuy.com/newest-mini-car-auto-lcd-clip-on-digital-backlight-thermometer-clock-calendar-p-20861.html,$1.20,$9.98 
Level 5 Cut Resistant Gloves,https://www.cigabuy.com/level-5-cut-resistant-gloves-p-20867.html,$1.61,$6.72 
Solar Powered Led Candle Solar Light LED Lamp Night Light for Decoration,https://www.cigabuy.com/solar-powered-led-candle-solar-light-led-lamp-night-light-for-decoration-p-20886.html,$1.41,$5.75 
Front Pocket RFID Blocking Wallet,https://www.cigabuy.com/front-pocket-rfid-blocking-wallet-p-20918.html,$1.20,$7.71 
Baby Head Protection Pad Toddler Headrest Pillow Baby Neck Cute Wings,https://www.cigabuy.com/baby-head-protection-pad-toddler-headrest-pillow-baby-neck-cute-wings-p-20973.html,$1.61,$16.38 
Pilates Yoga Resistance Sad Hip Ring Latex Slip Elastic Hip Circle,https://www.cigabuy.com/pilates-yoga-resistance-sad-hip-ring-latex-slip-elastic-hip-circle-p-20979.html,$1.61,$10.04 
Anti-cut Level 5 Cut Resistant Gloves HPPE Safety Work Home Kitchen Garden,https://www.cigabuy.com/anti-cut-level-5-cut-resistant-gloves-hppe-safety-work-home-kitchen-garden-p-21028.html,$1.82,$5.21 
YG400 Portable LCD Projector 800x480 1080P Home Theater HDMI USB AV SD,https://www.cigabuy.com/yg400-portable-lcd-projector-800x480-1080p-home-theater-hdmi-usb-av-sd-p-19902.html,$40.20,$49.05 
JBMMJ MJ100 Earphone Metal In-Ear 3.5mm Earbuds Aluminum Alloy Superb Sound,https://www.cigabuy.com/jbmmj-mj100-earphone-metal-in-ear-35mm-earbuds-aluminum-alloy-superb-sound-p-19770.html,$0.87,$7.66 
Authentic SMOK Rigel Mini 80W Kit - Black,https://www.cigabuy.com/authentic-smok-rigel-mini-80w-kit-black-p-20585.html,$38.24,$39.69 
E6 Mini Magnetic USB Invisible Bluetooth V4.2 Earphone,https://www.cigabuy.com/e6-mini-magnetic-usb-invisible-bluetooth-v42-earphone-p-19731.html,$3.15,$6.97 
i8 Mini In-Ear 180° Rotation Bluetooth Wireless Earbud Earphone ,https://www.cigabuy.com/i8-mini-in-ear-180°-rotation-bluetooth-wireless-earbud-earphone-p-19777.html,$1.61,$16.65 
YWXLIGHT E27 9W 740-800LM AC110-265V 48 PCS Lamp Bead LED Lights,https://www.cigabuy.com/ywxlight-e27-9w-740-800lm-ac110-265v-48-pcs-lamp-bead-led-lights-p-20797.html,$1.82,$10.87 
DIY Windshield WindScreen Repair Kit Automobile Glass Repair,https://www.cigabuy.com/diy-windshield-windscreen-repair-kit-automobile-glass-repair-p-20809.html,$3.17,$12.80 
Universal Car Windshield Cover Anti-Snow Waterproof Reflective Anti-collision,https://www.cigabuy.com/universal-car-windshield-cover-anti-snow-waterproof-reflective-anti-collision-p-20847.html,$1.41,$46.18 
Men's Stainless Steel Vtinage Four Celestial Animals Personalized Vintage Ring,https://www.cigabuy.com/mens-stainless-steel-vtinage-four-celestial-animals-personalized-vintage-ring-p-20851.html,$1.82,$6.23 
Rechargeable Mosquito Fly Killer Bug Zap Racket 2500 Volt USB Charging Zapper,https://www.cigabuy.com/rechargeable-mosquito-fly-killer-bug-zap-racket-2500-volt-usb-charging-zapper-p-20859.html,$1.20,$21.69 
Multifunctional Car Sun Visor Point Pocket Organizer Pouch Storage Bag,https://www.cigabuy.com/multifunctional-car-sun-visor-point-pocket-organizer-pouch-storage-bag-p-20968.html,$2.70,$9.21 
Punk Male Bracelet Wide Genuine Cowhide Leather Cuff Bracelet Wristband Wrap,https://www.cigabuy.com/punk-male-bracelet-wide-genuine-cowhide-leather-cuff-bracelet-wristband-wrap-p-21017.html,$2.02,$7.32 
Plug-in Electric Mosquito Killer,https://www.cigabuy.com/plug-in-electric-mosquito-killer-p-17571.html,$2.02,$4.35 
1 x Authentic Wotofo H17 Rebuildable Deck Coil - Gunmetal,https://www.cigabuy.com/1-x-authentic-wotofo-h17-rebuildable-deck-coil-gunmetal-p-19875.html,$6.94,$16.37 
XIAOMI MIJIA Microhoo Mini Air Conditioner Fan Personal Portable USB Air Cooler,https://www.cigabuy.com/xiaomi-mijia-microhoo-mini-air-conditioner-fan-personal-portable-usb-air-cooler-p-18924.html,$25.73,$31.13 
